Year,ID,Player,POS,HT,WT,High School,City,State,Rating,National_Rank,Position_Rank,State_Rank,Team
2019,46042252,Tyreke Locure, PG ,5-10,170,North,Des Moines,IA,0.8500,487,71,3,south alabama
2019,46043200,August Mahoney, PG ,6-2,170,Albany,Albany,NY,0.8500,488,72,14,yale
2019,46035524,Sydney Curry, PF ,6-7,215,Bishop Luers,Fort Wayne,IN,0.8500,489,97,19,miami ohio
2019,46055302,Jalen Benjamin, PG ,5-10,135,Meadowcreek,Norcross,GA,0.8500,490,73,25,alabama birmingham
2019,46076975,Cobe Williams, PG ,5-11,175,Kimball,Dallas,TX,0.8500,491,74,35,louisiana tech
2019,46035523,Ciaran Brayboy, C ,6-9,220,New Trier,Winnetka,IL,0.8499,492,77,12,harvard
2019,46048663,Darin Green, SG ,6-5,175,Wharton,Tampa,FL,0.8478,493,94,40,central florida
2019,46036180,Bryce Cook, PG ,5-9,150,Sunrise Christian,Grand Prairie,TX,0.8435,494,75,17,smu
2019,45572899,Jovan Blacksher, PG ,5-10,165,Shadow Mountain,Phoenix,AZ,0.8431,495,76,18,NULL
2019,46055635,Rick Issanza, C ,7-1,230,Bella Vista Prep,Scottsdale,AZ,0.8428,496,78,19,oklahoma
2019,46047157,Patrick Kelly, SF ,6-8,205,IMG Academy,Bradenton,FL,0.8410,497,108,41,penn state
2019,46082208,Caleb Christopher, CG ,6-0,180,Hillcrest Prep,Phoenix,AZ,0.8405,498,45,20,arizona state
2019,46041339,Chris Arcidiacono, PG ,6-3,190,Perkiomen School,Langhorne,PA,0.8400,499,77,21,villanova
2019,46044467,De'Sean Allen-Eikens, SF ,6-6,212,Aspire Basketball Academy,Williston,ND,0.8400,500,109,10,north dakota
2019,45572905,Dexter Shouse, SG ,6-4,-,Lawrence North,Indianapolis,IN,0.8387,501,95,20,NULL
2019,46035528,EJ Jarvis, PF ,6-7,215,Sidwell Friends School,Washington,DC,0.8339,502,98,6,yale
2019,46054985,Tylan Pope, SF ,6-6,220,Franklinton,Franklinton,LA,0.8333,503,110,5,tulane
2019,46051749,Jeron Artest, PG ,6-4,170,Bella Vista Prep,SCOTTSDALE,AZ,0.8333,504,78,21,uc irvine
2019,46035581,Seth Pinkney, PF ,6-11,200,Montverde Academy,Warminster,PA,0.8331,505,99,42,quinnipiac
2019,46050636,Cade Potter, PF ,6-8,210,Orange Lutheran,Orange,CA,0.8322,506,100,47,utah state
2019,46058074,Tommy O’Neil, PF ,6-8,-,Vermont Academy,Danvers,MA,0.8287,507,101,3,harvard
2019,46059011,Antonio Gordon, PF ,6-8,195,Eisenhower,Lawton,OK,0.8278,508,102,4,kansas state
2019,46052867,Logan Curtis, CG ,6-4,180,Calvert Hall College,Baltimore,MD,0.8278,509,46,11,east carolina
2019,46052561,Shengzhe Li, C ,6-10,250,Santa Margarita Catholic,Rancho Santa Margarita,CA,0.8278,510,79,48,oregon state
2019,46083650,Hunter Cattoor, PG ,6-2,185,Bishop Moore Catholic,Orlando,FL,0.8278,511,79,43,virginia tech
2019,46076774,Brendan Wenzel, SG ,6-6,180,O'Connor,Helotes,TX,0.8278,512,96,36,utah
2019,46079367,Asanti Price, SG ,6-5,175,W J Keenan HS,Columbia,SC,0.8278,513,97,11,georgia tech
2019,46046291,Xavier Johnson, PG ,6-3,170,Episcopal,Arlington,VA,0.8255,514,80,19,george mason
2019,46051758,Ryan Langborg, SG ,6-4,190,La Jolla Country Day,La Jolla,CA,0.8250,515,98,49,princeton
2019,46059384,Ody Oguama, PF ,6-9,190,Woodstock Academy,Woodstock,CT,0.8228,516,103,13,wake forest
2019,46057960,Trey Anderson, SF ,6-7,185,Woodstock Academy,Santa Ana,CA,0.8228,517,111,14,south carolina
2019,46035319,Koby Isaac, PG ,6-3,155,Southwest Atlanta Christian Academy,Norcross,GA,0.8200,518,81,26,NULL
2019,45572949,Tavvon Lathon, SF ,6-6,-,Santiago,Corona,CA,0.8062,519,112,50,NULL
2019,46043240,Quinn Richey, SG ,6-4,180,Mount Pisgah Christian School,Alpharetta,GA,0.8005,520,99,27,james madison
2019,45572948,Walter Talley, SF ,6-6,-,Desert Vista,Phoenix,AZ,0.8000,521,113,22,NULL
2019,46055840,Josh Oduro, PF ,6-8,185,Paul VI Catholic,Fairfax,VA,0.8000,522,104,20,george mason
2019,46047834,Brandon Suggs, SF ,6-7,200,Massanutten Military Academy,Powder Springs,GA,0.8000,523,114,21,east carolina
2019,46080605,Andrei Savrasov, PF ,6-9,215,Russia,Russia,RUSS,0.8000,524,105,1,texas tech
2019,46085381,Terrell Burden, PG ,5-10,160,Campbell,Smyrna,GA,0.8000,525,82,28,kennesaw state
2019,46086706,Dimitrios Klonaras, SF ,6-5,210,Greece,Greece,GREE,0.8000,526,115,1,california
2019,46076983,Keenon Cole, SF ,6-2,-,Streamwood,Streamwood,IL,0.7900,527,116,13,northern illinois
2019,46076979,Ali Ali, SG ,6-8,-,East Noble,Kendallville,IN,0.7900,528,100,21,akron
2019,46076796,Lunden McDay, PG ,-,-,St. Vincent-St. Mary,Akron,OH,0.7900,529,83,16,ohio
2019,46055853,B. Artis-White, PG ,5-11,160,Canton,Canton,MI,0.7900,530,84,6,western michigan
2019,46055622,Javin Etzler, SF ,-,-,Crestview,Convoy,OH,0.7900,531,117,17,miami ohio
2019,46076787,Chandler Turner, SG ,-,-,Renaissance,Detroit,MI,0.7900,532,101,7,bowling green
2019,46050351,D.J. Rodman, SF ,6-4,190,J Serra Catholic,San Juan Capistrano,CA,0.7900,533,118,51,washington state
2019,46057666,Cheickna Sissoko, PF ,6-10,220,Lighthouse Christian Academy,Fort Lauderdale,FL,0.7900,534,106,44,NULL
2019,46058780,John Buggs III, PG ,6-2,170,Putnam Science Academy,Homer,LA,0.7900,535,85,15,massachusetts
2019,46036774,Fousseyni Drame, SF ,6-5,175,Our Savior New American School,Centereach,NY,0.7875,536,119,15,NULL
2019,91002,Darius Mason-Robinson, SG ,6-3,185,Summit,Fontana,CA,0.7813,537,102,52,NULL
2019,45573456,Alex Klatsky, CG ,6-4,180,Ranney School,Colts Neck,NJ,0.7555,538,47,10,florida
2019,46055832,Charles Thompson, PF ,6-7,250,St. Stephen's & St. Agnes,Alexandria,VA,0.7063,539,107,22,towson
