Year,ID,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2021,46051878,JR Tran-Reno, RB ,0.8276,vanderbilt,samford,SEC,Southern
2021,94028,Johnny Ford, RB ,0.8265,south florida,florida atlantic,American Athletic,Conference USA
2021,84593,Jerry Howard, RB ,0.8258,georgia tech,NULL,ACC,NULL
2021,52413,Morian Walker, RB ,0.8222,nevada,western illinois,Mountain West,Missouri Valley
2021,22781,Kuj Tapusoa, RB ,0.8209,byu,NULL,FBS Independents,NULL
2021,46041444,Jyran Mitchell, RB ,0.8204,northern illinois,NULL,Mid-American,NULL
2021,46079210,Cedrick Wilcox, RB ,0.8204,marshall,NULL,Conference USA,NULL
2021,46037655,Naveon Mitchell, RB ,0.8199,new mexico state,NULL,FBS Independents,NULL
2021,89822,Markenzy Pierre, RB ,0.8165,syracuse,NULL,ACC,NULL
2021,46076713,DeShawn Collins, RB ,0.8155,california,NULL,Pacific-12,NULL
2021,86756,Trivenskey Mosley, RB ,0.8154,southern mississippi,NULL,Conference USA,NULL
2021,46098826,Kory Gainwell, RB ,0.8154,memphis,NULL,American Athletic,NULL
2021,46058700,Ontario Russell, RB ,0.8143,miami ohio,NULL,Mid-American,NULL
2021,81830,PK Kier, RB ,0.8143,virginia,NULL,ACC,NULL
2021,77144,Steven Anderson, RB ,0.8128,southern mississippi,NULL,Conference USA,NULL
2021,85560,Andrew Clair, RB ,0.8106,bowling green,northwestern,Mid-American,Big Ten
2021,46081025,Jayy McDonald, RB ,0.8100,middle tennessee state,NULL,Conference USA,NULL
2021,46084257,Jared Cole, APB ,0.8092,massachusetts,virginia tech,FBS Independents,ACC
2021,66011,Johnnie Lang, RB ,0.7993,iowa state,NULL,Big 12,NULL
2021,46038727,Miles Reed, RB ,0.7938,hawaii,NULL,Mountain West,NULL
2021,81867,Peytton Pickett, RB ,0.7906,liberty,jackson state,FBS Independents,SWAC
2021,46046749,Zach Angelillo, FB ,0.7898,california,NULL,Pacific-12,NULL
2021,46050018,Jordan Castleberry, RB ,0.7898,maryland,NULL,Big Ten,NULL
2021,46057426,G'Mone Wilson, RB ,0.7897,marshall,east carolina,Conference USA,American Athletic
2021,88194,Darius Pinnix, RB ,0.7891,east carolina,NULL,American Athletic,NULL
2021,91243,Stephon Huderson, RB ,0.7824,tulane,NULL,American Athletic,NULL
2021,89539,Kevin Marks Jr, RB ,0.7709,buffalo,buffalo,Mid-American,Mid-American
2021,83117,Gaej Walker, RB ,0.7709,western kentucky,NULL,Conference USA,NULL
2021,64421,Adam Cofield, RB ,0.7667,north dakota state,western kentucky,Missouri Valley,Conference USA
2021,46038363,Karmi Mackey, RB ,0.7642,eastern michigan,NULL,Mid-American,NULL
2021,85065,Saevion Johnson, RB ,0.7631,fresno state,NULL,Mountain West,NULL
2021,79584,Kevin Perkins, RB ,0.7598,southern mississippi,NULL,Conference USA,NULL
2021,46054492,Joshua Crawford, RB ,0.7580,central michigan,NULL,Mid-American,NULL
2021,46038377,Matthew Laroche, RB ,0.7530,georgia southern,NULL,Sun Belt,NULL
2021,46040624,Tony Brown, RB ,0.7497,south alabama,NULL,Sun Belt,NULL
2021,92680,Baden Pinson, RB ,0.7397,coastal carolina,NULL,Sun Belt,NULL
2021,46056725,Josh Berry, RB ,NULL,south florida,NULL,American Athletic,NULL
2021,85342,Lorenzo Dorr, RB ,NULL,west virginia,NULL,Big 12,NULL
2021,46048899,Jason Edwards, RB ,NULL,west virginia,NULL,Big 12,NULL
2021,46080534,Keontae Luckett, RB ,NULL,iowa,NULL,Big Ten,NULL
2021,87840,Bryan Lumsden, RB ,NULL,utah state,NULL,Mountain West,NULL
2021,46081299,Clay Markoff, FB ,NULL,washington state,NULL,Pacific-12,NULL
2021,89541,Jared Martino, RB ,NULL,massachusetts,NULL,FBS Independents,NULL
2021,46052445,Nick Orekoya, RB ,NULL,massachusetts,NULL,FBS Independents,NULL
2021,91441,Max Rosenthal, FB ,NULL,michigan state,illinois,Big Ten,Big Ten
2021,46100341,Dave Small, RB ,NULL,south florida,NULL,American Athletic,NULL
2021,46057552,Gilberto Torres, RB ,NULL,massachusetts,NULL,FBS Independents,NULL
2021,94709,Arik Gilbert, TE ,0.9972,lsu,NULL,SEC,NULL
2021,46039351,Wan'Dale Robinson, WR ,0.9597,nebraska,kentucky,Big Ten,SEC
2021,46039709,Puka Nacua, WR ,0.9404,washington,byu,Pacific-12,FBS Independents
2021,80489,Charleston Rambo, WR ,0.9289,oklahoma,miami,Big 12,ACC
